Season_Yr,Visitor_Team,Visitor_Team_PTS,Home_Team,Home_Team_PTS
2017,Werder Bremen,0,Bayern Munich,6
2017,Wolfsburg,2,Augsburg,0
2017,Ingolstadt,1,Hamburger SV,1
2017,FSV Mainz,1,Dortmund,2
2017,Schalke 04,0,Frankfurt,1
2017,Darmstadt,0,FC Koln,2
2017,Leverkusen,1,Monchengladb.,2
2017,Freiburg,1,Hertha Berlin,2
2017,RB Leipzig,2,Hoffenheim,2
2017,Bayern Munich,2,Schalke 04,0
2017,Hamburger SV,1,Leverkusen,3
2017,Frankfurt,0,Darmstadt,1
2017,Hertha Berlin,2,Ingolstadt,0
2017,Monchengladb.,1,Freiburg,3
2017,FC Koln,0,Wolfsburg,0
2017,Dortmund,0,RB Leipzig,1
2017,Augsburg,2,Werder Bremen,1
2017,Hoffenheim,4,FSV Mainz,4
2017,Freiburg,0,FC Koln,3
2017,Wolfsburg,0,Hoffenheim,0
2017,Leverkusen,1,Frankfurt,2
2017,RB Leipzig,4,Hamburger SV,0
2017,Darmstadt,0,Dortmund,6
2017,Ingolstadt,1,Bayern Munich,3
2017,Werder Bremen,1,Monchengladb.,4
2017,FSV Mainz,3,Augsburg,1
2017,Schalke 04,0,Hertha Berlin,2
2017,Hoffenheim,1,Darmstadt,1
2017,Frankfurt,2,Ingolstadt,0
2017,Hamburger SV,0,Freiburg,1
2017,Dortmund,5,Wolfsburg,1
2017,Augsburg,0,Leverkusen,0
2017,FC Koln,3,Schalke 04,1
2017,FSV Mainz,2,Werder Bremen,1
2017,Monchengladb.,1,RB Leipzig,1
2017,Hertha Berlin,0,Bayern Munich,3
2017,Freiburg,1,Dortmund,3
2017,Darmstadt,0,Augsburg,1
2017,Hertha Berlin,3,Frankfurt,3
2017,Leverkusen,3,FSV Mainz,2
2017,Ingolstadt,0,Monchengladb.,2
2017,Bayern Munich,1,Hamburger SV,0
2017,Wolfsburg,1,Werder Bremen,2
2017,Schalke 04,1,Hoffenheim,2
2017,RB Leipzig,1,FC Koln,1
2017,Augsburg,1,RB Leipzig,2
2017,Werder Bremen,2,Darmstadt,2
2017,Hamburger SV,0,Hertha Berlin,2
2017,FC Koln,1,Bayern Munich,1
2017,Hoffenheim,2,Ingolstadt,1
2017,Frankfurt,0,Freiburg,1
2017,Dortmund,0,Leverkusen,2
2017,FSV Mainz,0,Wolfsburg,0
2017,Monchengladb.,0,Schalke 04,4
2017,Hertha Berlin,1,Dortmund,1
2017,Ingolstadt,1,FC Koln,2
2017,Hamburger SV,0,Monchengladb.,0
2017,Bayern Munich,2,Frankfurt,2
2017,Freiburg,1,Hoffenheim,2
2017,Schalke 04,1,Augsburg,1
2017,Leverkusen,1,Werder Bremen,2
2017,Darmstadt,1,FSV Mainz,2
2017,RB Leipzig,1,Wolfsburg,0
2017,Frankfurt,3,Hamburger SV,0
2017,Wolfsburg,1,Darmstadt,3
2017,FC Koln,1,Hertha Berlin,2
2017,Dortmund,3,Ingolstadt,3
2017,Hoffenheim,3,Leverkusen,0
2017,Augsburg,1,Freiburg,2
2017,Monchengladb.,0,Bayern Munich,2
2017,Werder Bremen,1,RB Leipzig,3
2017,FSV Mainz,0,Schalke 04,3
2017,Frankfurt,0,Monchengladb.,0
2017,Ingolstadt,0,FSV Mainz,2
2017,RB Leipzig,2,Darmstadt,0
2017,Freiburg,3,Werder Bremen,1
2017,Leverkusen,2,Wolfsburg,1
2017,Bayern Munich,3,Augsburg,1
2017,Schalke 04,0,Dortmund,0
2017,Hertha Berlin,0,Hoffenheim,1
2017,Hamburger SV,0,FC Koln,3
2017,Monchengladb.,0,Hertha Berlin,3
2017,Dortmund,5,Hamburger SV,2
2017,Augsburg,2,Ingolstadt,0
2017,Hoffenheim,1,Bayern Munich,1
2017,Wolfsburg,3,Freiburg,0
2017,Darmstadt,2,Leverkusen,3
2017,FC Koln,0,Frankfurt,1
2017,FSV Mainz,1,RB Leipzig,3
2017,Werder Bremen,1,Schalke 04,3
2017,RB Leipzig,3,Leverkusen,2
2017,Ingolstadt,1,Darmstadt,0
2017,Hertha Berlin,0,Augsburg,0
2017,Schalke 04,1,Wolfsburg,0
2017,Freiburg,2,FSV Mainz,4
2017,FC Koln,2,Monchengladb.,1
2017,Bayern Munich,0,Dortmund,1
2017,Hamburger SV,2,Hoffenheim,2
2017,Frankfurt,2,Werder Bremen,1
2017,RB Leipzig,0,Freiburg,0
2017,Augsburg,0,FC Koln,0
2017,Werder Bremen,0,Hamburger SV,0
2017,Hoffenheim,0,Monchengladb.,0
2017,Dortmund,0,Frankfurt,0
2017,Wolfsburg,0,Ingolstadt,0
2017,Leverkusen,0,Bayern Munich,0
2017,Darmstadt,0,Schalke 04,0
2017,FSV Mainz,0,Hertha Berlin,0
2017,Bayern Munich,0,FSV Mainz,0
2017,Hertha Berlin,0,Wolfsburg,0
2017,Ingolstadt,0,Werder Bremen,0
2017,Monchengladb.,0,Dortmund,0
2017,FC Koln,0,Hoffenheim,0
2017,Freiburg,0,Leverkusen,0
2017,Schalke 04,0,RB Leipzig,0
2017,Hamburger SV,0,Darmstadt,0
2017,Frankfurt,0,Augsburg,0
2017,Hoffenheim,0,Frankfurt,0
2017,Wolfsburg,0,Bayern Munich,0
2017,Darmstadt,0,Freiburg,0
2017,Dortmund,0,FC Koln,0
2017,Augsburg,0,Hamburger SV,0
2017,RB Leipzig,0,Ingolstadt,0
2017,Werder Bremen,0,Hertha Berlin,0
2017,FSV Mainz,0,Monchengladb.,0
2017,Leverkusen,0,Schalke 04,0
2017,Dortmund,0,Hoffenheim,0
2017,Freiburg,0,Schalke 04,0
2017,Hertha Berlin,0,RB Leipzig,0
2017,Hamburger SV,0,FSV Mainz,0
2017,Monchengladb.,0,Augsburg,0
2017,FC Koln,0,Werder Bremen,0
2017,Frankfurt,0,Wolfsburg,0
2017,Bayern Munich,0,Darmstadt,0
2017,Ingolstadt,0,Leverkusen,0
2017,Schalke 04,0,Hamburger SV,0
2017,Augsburg,0,Dortmund,0
2017,FSV Mainz,0,Frankfurt,0
2017,Wolfsburg,0,Monchengladb.,0
2017,RB Leipzig,0,Bayern Munich,0
2017,Werder Bremen,0,Hoffenheim,0
2017,Freiburg,0,Ingolstadt,0
2017,Leverkusen,0,FC Koln,0
2017,Darmstadt,0,Hertha Berlin,0
2017,Bayern Munich,0,Freiburg,0
2017,Ingolstadt,0,Schalke 04,0
2017,Hamburger SV,0,Wolfsburg,0
