ID,League,Date,Time,Matchup_US_P,Visitor_Team,Home_Team,Visitor_Odd,Draw_Odd,Home_Odd,Bookies_choice,Sibyl,Confidence,Divergence_Y/N,Visi_Team_PTS,Home_Team_PTS,True_Result,Winner_Odd
36,serie-a,2016-08-20,19:45,Fiorentina @ Juventus,Fiorentina,Juventus,8.06,4.06,1.5,Juventus,Juventus,0.573,N,1,2,Juventus,1.5
37,laliga,2016-08-20,21:15,Espanyol @ FC Sevilla,Espanyol,FC Sevilla,5.14,3.88,1.71,FC Sevilla,FC Sevilla,0.549,N,4,6,FC Sevilla,1.71
38,premier-league,2016-08-21,13:30,Middlesbrough @ Sunderland,Middlesbrough,Sunderland,2.94,3.07,2.74,Sunderland,Sunderland,0.408,N,2,1,Middlesbrough,2.94
39,ligue-1,2016-08-21,14:00,Marseille @ Guingamp,Marseille,Guingamp,2.69,3.11,2.86,Marseille,Guingamp,0.522,Y,1,2,Guingamp,2.86
40,premier-league,2016-08-21,16:00,Bournemouth @ West Ham Utd,Bournemouth,West Ham Utd,3.18,3.28,2.43,West Ham Utd,West Ham Utd,0.395,N,0,1,West Ham Utd,2.43
41,ligue-1,2016-08-21,16:00,Montpellier @ Saint-Etienne,Montpellier,Saint-Etienne,3.47,3.01,2.37,Saint-Etienne,Saint-Etienne,0.522,N,1,3,Saint-Etienne,2.37
42,serie-a,2016-08-21,17:00,Torino @ AC Milan,Torino,AC Milan,4.44,3.47,1.9,AC Milan,AC Milan,0.503,N,2,3,AC Milan,1.9
43,laliga,2016-08-21,17:15,Athletic Bilbao @ Sporting Gijon,Athletic Bilbao,Sporting Gijon,1.89,3.51,4.46,Athletic Bilbao,Athletic Bilbao,0.48,N,1,2,Sporting Gijon,4.46
44,laliga,2016-08-21,19:15,Real Madrid @ Real Sociedad,Real Madrid,Real Sociedad,1.69,3.95,5.17,Real Madrid,Real Madrid,0.429,N,3,0,Real Madrid,1.69
45,serie-a,2016-08-21,19:45,Sampdoria @ Empoli,Sampdoria,Empoli,3.62,3.32,2.16,Empoli,Sampdoria,0.436,Y,1,0,Sampdoria,3.62
46,serie-a,2016-08-21,19:45,Cagliari @ Genoa,Cagliari,Genoa,4.11,3.43,1.99,Genoa,Genoa,0.518,N,1,3,Genoa,1.99
47,serie-a,2016-08-21,19:45,Crotone @ Bologna,Crotone,Bologna,5.66,3.45,1.75,Bologna,Bologna,0.601,N,0,1,Bologna,1.75
48,serie-a,2016-08-21,19:45,Sassuolo @ Palermo,Sassuolo,Palermo,2.39,3.13,3.32,Sassuolo,Sassuolo,0.395,N,1,0,Sassuolo,2.39
49,serie-a,2016-08-21,19:45,Napoli @ Pescara,Napoli,Pescara,1.43,4.59,8.31,Napoli,Napoli,0.577,N,2,2,Draw,4.59
50,serie-a,2016-08-21,19:45,Inter Milan @ Chievo,Inter Milan,Chievo,2.08,3.28,3.95,Inter Milan,Chievo,0.471,Y,0,2,Chievo,3.95
51,serie-a,2016-08-21,19:45,Lazio Roma @ Atalanta,Lazio Roma,Atalanta,2.65,3.18,2.88,Lazio Roma,Atalanta,0.451,Y,4,3,Lazio Roma,2.65
52,ligue-1,2016-08-21,19:45,Metz @ Paris SG,Metz,Paris SG,25.04,9.74,1.11,Paris SG,Paris SG,0.587,N,0,3,Paris SG,1.11
53,laliga,2016-08-21,21:15,Alaves @ Atletico Madrid,Alaves,Atletico Madrid,17.59,5.9,1.24,Atletico Madrid,Atletico Madrid,0.575,N,1,1,Draw,5.9
54,laliga,2016-08-22,19:00,Leganes @ Celta Vigo,Leganes,Celta Vigo,6.0,3.85,1.64,Celta Vigo,Celta Vigo,0.538,N,1,0,Leganes,6.0
55,laliga,2016-08-22,21:00,Las Palmas @ Valencia,Las Palmas,Valencia,5.01,3.86,1.73,Valencia,Valencia,0.381,N,4,2,Las Palmas,5.01
56,laliga,2016-08-26,19:45,Deportivo @ Real Betis,Deportivo,Real Betis,3.53,3.27,2.21,Real Betis,Real Betis,0.511,N,0,0,Draw,3.27
57,ligue-1,2016-08-26,19:45,Lorient @ Marseille,Lorient,Marseille,4.62,3.63,1.81,Marseille,Marseille,0.593,N,0,2,Marseille,1.81
58,laliga,2016-08-26,21:00,Malaga @ Espanyol,Malaga,Espanyol,3.37,3.22,2.31,Espanyol,Espanyol,0.465,N,2,2,Draw,3.22
59,bundesliga,2016-08-27,14:30,Wolfsburg @ Augsburg,Wolfsburg,Augsburg,2.54,3.33,2.89,Wolfsburg,Augsburg,0.499,Y,2,0,Wolfsburg,2.54
60,bundesliga,2016-08-27,14:30,Ingolstadt @ Hamburger SV,Ingolstadt,Hamburger SV,3.26,3.2,2.38,Hamburger SV,Hamburger SV,0.448,N,1,1,Draw,3.2
61,bundesliga,2016-08-27,14:30,Schalke 04 @ Frankfurt,Schalke 04,Frankfurt,2.22,3.47,3.3,Schalke 04,Frankfurt,0.558,Y,0,1,Frankfurt,3.3
62,bundesliga,2016-08-27,14:30,Darmstadt @ FC Koln,Darmstadt,FC Koln,6.69,4.09,1.55,FC Koln,FC Koln,0.603,N,0,2,FC Koln,1.55
63,premier-league,2016-08-27,15:00,Stoke City @ Everton,Stoke City,Everton,5.36,4.04,1.67,Everton,Everton,0.543,N,0,1,Everton,1.67
64,premier-league,2016-08-27,15:00,Swansea City @ Leicester City,Swansea City,Leicester City,5.45,3.95,1.68,Leicester City,Leicester City,0.547,N,1,2,Leicester City,1.68
65,premier-league,2016-08-27,15:00,Arsenal @ Watford,Arsenal,Watford,1.64,4.02,5.82,Arsenal,Arsenal,0.403,N,3,1,Arsenal,1.64
66,premier-league,2016-08-27,15:00,Bournemouth @ Crystal Palace,Bournemouth,Crystal Palace,3.55,3.26,2.25,Crystal Palace,Crystal Palace,0.403,N,1,1,Draw,3.26
67,premier-league,2016-08-27,15:00,Sunderland @ Southampton,Sunderland,Southampton,7.42,4.56,1.47,Southampton,Southampton,0.559,N,1,1,Draw,4.56
68,premier-league,2016-08-27,15:00,Burnley @ Chelsea,Burnley,Chelsea,14.64,6.25,1.24,Chelsea,Chelsea,0.595,N,0,3,Chelsea,1.24
69,ligue-1,2016-08-27,16:00,Lyon @ Dijon,Lyon,Dijon,1.76,3.66,4.94,Lyon,Lyon,0.411,N,2,4,Dijon,4.94
70,serie-a,2016-08-27,17:00,Juventus @ Lazio Roma,Juventus,Lazio Roma,2.04,3.23,4.18,Juventus,Juventus,0.406,N,1,0,Juventus,2.04
71,laliga,2016-08-27,17:15,Real Sociedad @ Osasuna,Real Sociedad,Osasuna,2.54,3.12,3.09,Real Sociedad,Real Sociedad,0.549,N,2,0,Real Sociedad,2.54
72,laliga,2016-08-27,17:15,Valencia @ Eibar,Valencia,Eibar,2.68,3.28,2.77,Valencia,Eibar,0.555,Y,0,1,Eibar,2.77
73,bundesliga,2016-08-27,17:30,Leverkusen @ Monchengladb.,Leverkusen,Monchengladb.,2.88,3.48,2.47,Monchengladb.,Monchengladb.,0.424,N,1,2,Monchengladb.,2.47
74,premier-league,2016-08-27,17:30,Manchester Utd @ Hull City,Manchester Utd,Hull City,1.44,4.48,8.56,Manchester Utd,Manchester Utd,0.466,N,1,0,Manchester Utd,1.44
75,ligue-1,2016-08-27,19:00,Angers @ Metz,Angers,Metz,3.03,3.01,2.62,Metz,Metz,0.453,N,0,2,Metz,2.62
76,ligue-1,2016-08-27,19:00,Bastia @ Caen,Bastia,Caen,3.73,3.07,2.22,Caen,Caen,0.47,N,0,2,Caen,2.22
77,ligue-1,2016-08-27,19:00,Lille @ Nice,Lille,Nice,3.13,2.91,2.62,Nice,Nice,0.652,N,1,1,Draw,2.91
78,ligue-1,2016-08-27,19:00,Guingamp @ Nancy,Guingamp,Nancy,4.03,3.28,2.04,Nancy,Guingamp,0.47,Y,2,0,Guingamp,4.03
79,ligue-1,2016-08-27,19:00,Rennes @ Montpellier,Rennes,Montpellier,3.88,3.2,2.11,Montpellier,Montpellier,0.391,N,1,1,Draw,3.2
80,laliga,2016-08-27,19:15,Celta Vigo @ Real Madrid,Celta Vigo,Real Madrid,16.1,7.99,1.17,Real Madrid,Real Madrid,0.601,N,1,2,Real Madrid,1.17
81,serie-a,2016-08-27,19:45,AC Milan @ Napoli,AC Milan,Napoli,5.93,4.02,1.61,Napoli,Napoli,0.446,N,2,4,Napoli,1.61
82,laliga,2016-08-27,21:15,Atletico Madrid @ Leganes,Atletico Madrid,Leganes,1.49,3.92,8.74,Atletico Madrid,Atletico Madrid,0.427,N,0,0,Draw,3.92
83,premier-league,2016-08-28,13:30,Middlesbrough @ West Bromwich,Middlesbrough,West Bromwich,3.08,3.07,2.61,West Bromwich,West Bromwich,0.527,N,0,0,Draw,3.07
84,ligue-1,2016-08-28,14:00,Nantes @ Bordeaux,Nantes,Bordeaux,4.01,3.09,2.12,Bordeaux,Bordeaux,0.576,N,0,1,Bordeaux,2.12
85,bundesliga,2016-08-28,14:30,Freiburg @ Hertha Berlin,Freiburg,Hertha Berlin,4.0,3.45,2.0,Hertha Berlin,Hertha Berlin,0.569,N,1,2,Hertha Berlin,2.0
86,premier-league,2016-08-28,16:00,West Ham Utd @ Manchester City,West Ham Utd,Manchester City,11.8,6.37,1.27,Manchester City,Manchester City,0.648,N,1,3,Manchester City,1.27
87,ligue-1,2016-08-28,16:00,Toulouse @ Saint-Etienne,Toulouse,Saint-Etienne,3.73,3.14,2.18,Saint-Etienne,Saint-Etienne,0.465,N,0,0,Draw,3.14
88,bundesliga,2016-08-28,16:30,RB Leipzig @ Hoffenheim,RB Leipzig,Hoffenheim,2.98,3.41,2.43,Hoffenheim,Hoffenheim,0.393,N,2,2,Draw,3.41
89,serie-a,2016-08-28,17:00,Palermo @ Inter Milan,Palermo,Inter Milan,10.67,5.47,1.31,Inter Milan,Inter Milan,0.606,N,1,1,Draw,5.47
90,laliga,2016-08-28,17:15,Sporting Gijon @ Alaves,Sporting Gijon,Alaves,3.24,3.16,2.42,Alaves,Alaves,0.528,N,0,0,Draw,3.16
91,laliga,2016-08-28,17:15,Granada @ Las Palmas,Granada,Las Palmas,4.63,3.66,1.82,Las Palmas,Las Palmas,0.595,N,1,5,Las Palmas,1.82
92,laliga,2016-08-28,19:15,FC Barcelona @ Athletic Bilbao,FC Barcelona,Athletic Bilbao,1.56,4.3,6.07,FC Barcelona,FC Barcelona,0.391,N,1,0,FC Barcelona,1.56
93,serie-a,2016-08-28,19:45,Genoa @ Crotone,Genoa,Crotone,1.61,3.89,6.18,Genoa,Genoa,0.494,N,3,1,Genoa,1.61
94,serie-a,2016-08-28,19:45,Empoli @ Udinese,Empoli,Udinese,3.95,3.33,2.05,Udinese,Udinese,0.499,N,0,2,Udinese,2.05
95,serie-a,2016-08-28,19:45,Bologna @ Torino,Bologna,Torino,4.64,3.37,1.89,Torino,Torino,0.553,N,1,5,Torino,1.89
96,serie-a,2016-08-28,19:45,AS Roma @ Cagliari,AS Roma,Cagliari,1.66,4.1,5.19,AS Roma,AS Roma,0.456,N,2,2,Draw,4.1
97,serie-a,2016-08-28,19:45,Chievo @ Fiorentina,Chievo,Fiorentina,6.12,3.7,1.65,Fiorentina,Fiorentina,0.528,N,0,1,Fiorentina,1.65
98,serie-a,2016-08-28,19:45,Atalanta @ Sampdoria,Atalanta,Sampdoria,3.05,3.22,2.49,Sampdoria,Atalanta,0.389,Y,1,2,Sampdoria,2.49
99,ligue-1,2016-08-28,19:45,Paris SG @ Monaco,Paris SG,Monaco,1.82,3.68,4.55,Paris SG,Monaco,0.473,Y,1,3,Monaco,4.55
100,laliga,2016-08-28,21:15,FC Sevilla @ Villarreal,FC Sevilla,Villarreal,3.05,3.41,2.4,Villarreal,Villarreal,0.453,N,0,0,Draw,3.41
101,bundesliga,2016-09-09,19:30,Bayern Munich @ Schalke 04,Bayern Munich,Schalke 04,1.29,5.79,10.81,Bayern Munich,Bayern Munich,0.487,N,2,0,Bayern Munich,1.29
102,laliga,2016-09-10,12:00,Atletico Madrid @ Celta Vigo,Atletico Madrid,Celta Vigo,1.72,3.53,5.82,Atletico Madrid,Celta Vigo,0.397,Y,4,0,Atletico Madrid,1.72
103,premier-league,2016-09-10,12:30,Manchester City @ Manchester Utd,Manchester City,Manchester Utd,3.39,3.09,2.41,Manchester Utd,Manchester City,0.416,Y,2,1,Manchester City,3.39
104,bundesliga,2016-09-10,14:30,Hamburger SV @ Leverkusen,Hamburger SV,Leverkusen,6.38,4.35,1.53,Leverkusen,Leverkusen,0.581,N,1,3,Leverkusen,1.53
105,bundesliga,2016-09-10,14:30,Frankfurt @ Darmstadt,Frankfurt,Darmstadt,2.29,3.34,3.29,Frankfurt,Frankfurt,0.544,N,0,1,Darmstadt,3.29
106,bundesliga,2016-09-10,14:30,Hertha Berlin @ Ingolstadt,Hertha Berlin,Ingolstadt,3.38,3.14,2.35,Ingolstadt,Hertha Berlin,0.589,Y,2,0,Hertha Berlin,3.38
107,bundesliga,2016-09-10,14:30,Monchengladb. @ Freiburg,Monchengladb.,Freiburg,2.01,3.69,3.68,Monchengladb.,Freiburg,0.481,Y,1,3,Freiburg,3.68
108,bundesliga,2016-09-10,14:30,FC Koln @ Wolfsburg,FC Koln,Wolfsburg,4.54,3.76,1.81,Wolfsburg,FC Koln,0.511,Y,0,0,Draw,3.76
109,laliga,2016-09-10,15:00,Osasuna @ Real Madrid,Osasuna,Real Madrid,37.27,15.37,1.06,Real Madrid,Real Madrid,0.653,N,2,5,Real Madrid,1.06
110,premier-league,2016-09-10,15:00,Southampton @ Arsenal,Southampton,Arsenal,6.05,4.01,1.62,Arsenal,Arsenal,0.591,N,1,2,Arsenal,1.62
111,premier-league,2016-09-10,15:00,Hull City @ Burnley,Hull City,Burnley,3.11,3.11,2.57,Burnley,Burnley,0.533,N,1,1,Draw,3.11
112,premier-league,2016-09-10,15:00,Crystal Palace @ Middlesbrough,Crystal Palace,Middlesbrough,3.32,3.16,2.4,Middlesbrough,Middlesbrough,0.483,N,2,1,Crystal Palace,3.32
113,premier-league,2016-09-10,15:00,Tottenham @ Stoke City,Tottenham,Stoke City,1.93,3.62,4.18,Tottenham,Tottenham,0.498,N,4,0,Tottenham,1.93
114,premier-league,2016-09-10,15:00,West Bromwich @ Bournemouth,West Bromwich,Bournemouth,4.07,3.18,2.11,Bournemouth,Bournemouth,0.45,N,0,1,Bournemouth,2.11
115,premier-league,2016-09-10,15:00,Watford @ West Ham Utd,Watford,West Ham Utd,4.44,3.61,1.88,West Ham Utd,Watford,0.399,Y,4,2,Watford,4.44
116,ligue-1,2016-09-10,16:00,Bordeaux @ Lyon,Bordeaux,Lyon,5.59,4.13,1.61,Lyon,Lyon,0.473,N,3,1,Bordeaux,5.59
117,serie-a,2016-09-10,17:00,Sassuolo @ Juventus,Sassuolo,Juventus,11.76,5.27,1.31,Juventus,Juventus,0.659,N,1,3,Juventus,1.31
118,laliga,2016-09-10,17:15,Villarreal @ Malaga,Villarreal,Malaga,3.27,3.09,2.45,Malaga,Villarreal,0.395,Y,2,0,Villarreal,3.27
119,laliga,2016-09-10,17:15,Las Palmas @ FC Sevilla,Las Palmas,FC Sevilla,6.38,4.52,1.51,FC Sevilla,FC Sevilla,0.557,N,1,2,FC Sevilla,1.51
120,bundesliga,2016-09-10,17:30,Dortmund @ RB Leipzig,Dortmund,RB Leipzig,1.6,4.25,5.68,Dortmund,RB Leipzig,0.525,Y,0,1,RB Leipzig,5.68
121,premier-league,2016-09-10,17:30,Leicester City @ Liverpool,Leicester City,Liverpool,5.37,4.02,1.68,Liverpool,Liverpool,0.644,N,1,4,Liverpool,1.68
122,ligue-1,2016-09-10,19:00,Toulouse @ Bastia,Toulouse,Bastia,2.82,2.92,2.88,Toulouse,Toulouse,0.403,N,1,2,Bastia,2.88
123,ligue-1,2016-09-10,19:00,Nancy @ Lorient,Nancy,Lorient,3.13,3.13,2.48,Lorient,Lorient,0.385,N,2,0,Nancy,3.13
124,ligue-1,2016-09-10,19:00,Dijon @ Angers,Dijon,Angers,3.64,3.04,2.27,Angers,Angers,0.503,N,1,3,Angers,2.27
125,ligue-1,2016-09-10,19:00,Montpellier @ Guingamp,Montpellier,Guingamp,3.27,3.15,2.38,Guingamp,Guingamp,0.55,N,1,1,Draw,3.15
126,ligue-1,2016-09-10,19:00,Monaco @ Lille,Monaco,Lille,3.27,3.05,2.44,Lille,Monaco,0.604,Y,4,1,Monaco,3.27
127,laliga,2016-09-10,19:30,Alaves @ FC Barcelona,Alaves,FC Barcelona,31.25,11.92,1.08,FC Barcelona,FC Barcelona,0.603,N,2,1,Alaves,31.25
128,serie-a,2016-09-10,19:45,Napoli @ Palermo,Napoli,Palermo,1.37,5.07,8.92,Napoli,Napoli,0.578,N,3,0,Napoli,1.37
129,laliga,2016-09-11,11:00,Leganes @ Sporting Gijon,Leganes,Sporting Gijon,3.22,3.07,2.48,Sporting Gijon,Sporting Gijon,0.419,N,1,2,Sporting Gijon,2.48
130,serie-a,2016-09-11,11:30,Cagliari @ Bologna,Cagliari,Bologna,3.6,3.24,2.21,Bologna,Bologna,0.486,N,1,2,Bologna,2.21
131,serie-a,2016-09-11,14:00,Torino @ Atalanta,Torino,Atalanta,2.87,3.22,2.62,Atalanta,Atalanta,0.487,N,1,2,Atalanta,2.62
132,serie-a,2016-09-11,14:00,Udinese @ AC Milan,Udinese,AC Milan,6.03,4.11,1.58,AC Milan,AC Milan,0.59,N,1,0,Udinese,6.03
133,serie-a,2016-09-11,14:00,Sampdoria @ AS Roma,Sampdoria,AS Roma,8.69,5.15,1.36,AS Roma,AS Roma,0.574,N,2,3,AS Roma,1.36
134,serie-a,2016-09-11,14:00,Lazio Roma @ Chievo,Lazio Roma,Chievo,2.27,3.18,3.5,Lazio Roma,Lazio Roma,0.399,N,1,1,Draw,3.18
135,ligue-1,2016-09-11,14:00,Metz @ Nantes,Metz,Nantes,5.64,3.5,1.72,Nantes,Nantes,0.395,N,3,0,Metz,5.64
136,bundesliga,2016-09-11,14:30,Augsburg @ Werder Bremen,Augsburg,Werder Bremen,2.97,3.47,2.41,Werder Bremen,Augsburg,0.377,Y,2,1,Augsburg,2.97
137,laliga,2016-09-11,15:00,Real Betis @ Valencia,Real Betis,Valencia,6.22,4.32,1.55,Valencia,Valencia,0.417,N,3,2,Real Betis,6.22
138,premier-league,2016-09-11,16:00,Chelsea @ Swansea City,Chelsea,Swansea City,1.58,4.17,6.31,Chelsea,Chelsea,0.643,N,2,2,Draw,4.17
139,ligue-1,2016-09-11,16:00,Caen @ Rennes,Caen,Rennes,3.85,3.35,2.06,Rennes,Rennes,0.564,N,0,2,Rennes,2.06
140,laliga,2016-09-11,17:15,Eibar @ Granada,Eibar,Granada,3.09,3.24,2.46,Granada,Eibar,0.514,Y,2,1,Eibar,3.09
141,laliga,2016-09-11,19:30,Athletic Bilbao @ Deportivo,Athletic Bilbao,Deportivo,2.22,3.27,3.54,Athletic Bilbao,Athletic Bilbao,0.465,N,1,0,Athletic Bilbao,2.22
142,serie-a,2016-09-11,19:45,Inter Milan @ Pescara,Inter Milan,Pescara,1.87,3.5,4.49,Inter Milan,Inter Milan,0.479,N,2,1,Inter Milan,1.87
143,ligue-1,2016-09-11,19:45,Marseille @ Nice,Marseille,Nice,3.54,3.27,2.2,Nice,Nice,0.61,N,2,3,Nice,2.2
144,serie-a,2016-09-12,19:45,Crotone @ Empoli,Crotone,Empoli,5.41,3.53,1.75,Empoli,Empoli,0.568,N,1,2,Empoli,1.75
145,premier-league,2016-09-12,20:00,Everton @ Sunderland,Everton,Sunderland,2.14,3.41,3.67,Everton,Everton,0.492,N,3,0,Everton,2.14
146,bundesliga,2016-09-16,19:30,Freiburg @ FC Koln,Freiburg,FC Koln,4.93,3.84,1.74,FC Koln,FC Koln,0.566,N,0,3,FC Koln,1.74
147,laliga,2016-09-16,19:45,Granada @ Real Betis,Granada,Real Betis,4.96,3.79,1.75,Real Betis,Real Betis,0.576,N,2,2,Draw,3.79
148,ligue-1,2016-09-16,19:45,Paris SG @ Caen,Paris SG,Caen,1.42,4.78,7.81,Paris SG,Paris SG,0.577,N,6,0,Paris SG,1.42
149,premier-league,2016-09-16,20:00,Liverpool @ Chelsea,Liverpool,Chelsea,3.44,3.51,2.18,Chelsea,Chelsea,0.46,N,2,1,Liverpool,3.44
150,laliga,2016-09-17,12:00,FC Barcelona @ Leganes,FC Barcelona,Leganes,1.18,7.63,17.18,FC Barcelona,FC Barcelona,0.526,N,5,1,FC Barcelona,1.18
151,bundesliga,2016-09-17,14:30,Wolfsburg @ Hoffenheim,Wolfsburg,Hoffenheim,2.5,3.62,2.74,Wolfsburg,Hoffenheim,0.603,Y,0,0,Draw,3.62
152,bundesliga,2016-09-17,14:30,Leverkusen @ Frankfurt,Leverkusen,Frankfurt,2.02,3.61,3.74,Leverkusen,Frankfurt,0.549,Y,1,2,Frankfurt,3.74
153,bundesliga,2016-09-17,14:30,RB Leipzig @ Hamburger SV,RB Leipzig,Hamburger SV,2.72,3.32,2.7,Hamburger SV,RB Leipzig,0.695,Y,4,0,RB Leipzig,2.72
154,bundesliga,2016-09-17,14:30,Darmstadt @ Dortmund,Darmstadt,Dortmund,17.78,8.24,1.16,Dortmund,Dortmund,0.618,N,0,6,Dortmund,1.16
155,bundesliga,2016-09-17,14:30,Ingolstadt @ Bayern Munich,Ingolstadt,Bayern Munich,22.93,8.84,1.13,Bayern Munich,Bayern Munich,0.632,N,1,3,Bayern Munich,1.13
